tweet_id,tweet_time,retweet,favorites,follows
668623201287675904,2015-11-23 02:52:48,825,1505,6903716
668620235289837568,2015-11-23 02:41:01,45,215,6903716
668614819948453888,2015-11-23 02:19:29,332,632,6903716
668587383441514497,2015-11-23 00:30:28,1143,1729,6903716
668567822092664832,2015-11-22 23:12:44,61,254,6903716
668544745690562560,2015-11-22 21:41:02,239,542,6903716
668542336805281792,2015-11-22 21:31:28,226,482,6903716
668537837512433665,2015-11-22 21:13:35,78,257,6903716
668528771708952576,2015-11-22 20:37:34,236,482,6903716
668507509523615744,2015-11-22 19:13:05,113,337,6903716
668496999348633600,2015-11-22 18:31:19,139,425,6903716
668484198282485761,2015-11-22 17:40:27,248,442,6903716
668480044826800133,2015-11-22 17:23:57,155,478,6903716
668466899341221888,2015-11-22 16:31:42,543,916,6903716
668297328638447616,2015-11-22 05:17:54,313,640,6903716
668291999406125056,2015-11-22 04:56:43,34,258,6903716
668286279830867968,2015-11-22 04:33:59,143,522,6903716
668274247790391296,2015-11-22 03:46:11,241,852,6903716
668268907921326080,2015-11-22 03:24:58,251,573,6903716
668256321989451776,2015-11-22 02:34:57,650,1351,6903716
668248472370458624,2015-11-22 02:03:45,511,1026,6903716
668237644992782336,2015-11-22 01:20:44,2990,6424,6903716
668226093875376128,2015-11-22 00:34:50,110,315,6903716
668221241640230912,2015-11-22 00:15:33,209,525,6903716
668204964695683073,2015-11-21 23:10:52,204,568,6903716
668190681446379520,2015-11-21 22:14:07,205,671,6903716
668171859951755264,2015-11-21 20:59:20,202,507,6903716
668154635664932864,2015-11-21 19:50:53,330,511,6903716
668142349051129856,2015-11-21 19:02:04,301,579,6903716
668113020489474048,2015-11-21 17:05:31,256,686,6903716
667937095915278337,2015-11-21 05:26:27,833,1318,6903716
667924896115245057,2015-11-21 04:37:59,116,309,6903716
667915453470232577,2015-11-21 04:00:28,58,217,6903716
667911425562669056,2015-11-21 03:44:27,317,510,6903716
667902449697558528,2015-11-21 03:08:47,390,874,6903716
667886921285246976,2015-11-21 02:07:05,1147,1960,6903716
667885044254572545,2015-11-21 01:59:37,508,845,6903716
667878741721415682,2015-11-21 01:34:35,124,402,6903716
667873844930215936,2015-11-21 01:15:07,427,649,6903716
667866724293877760,2015-11-21 00:46:50,1082,3096,6903716
667861340749471744,2015-11-21 00:25:26,81,250,6903716
667832474953625600,2015-11-20 22:30:44,65,294,6903716
667806454573760512,2015-11-20 20:47:20,522,1090,6903716
667801013445750784,2015-11-20 20:25:43,98,338,6903716
667793409583771648,2015-11-20 19:55:30,343,718,6903716
667782464991965184,2015-11-20 19:12:01,253,421,6903716
667773195014021121,2015-11-20 18:35:10,59,240,6903716
667766675769573376,2015-11-20 18:09:16,229,459,6903716
667728196545200128,2015-11-20 15:36:22,157,384,6903716
667724302356258817,2015-11-20 15:20:54,332,502,6903716
667550904950915073,2015-11-20 03:51:52,35,0,6903716
667550882905632768,2015-11-20 03:51:47,33,0,6903716
667549055577362432,2015-11-20 03:44:31,2390,5966,6903716
667546741521195010,2015-11-20 03:35:20,132,341,6903716
667544320556335104,2015-11-20 03:25:43,547,892,6903716
667538891197542400,2015-11-20 03:04:08,69,209,6903716
667534815156183040,2015-11-20 02:47:56,559,843,6903716
667530908589760512,2015-11-20 02:32:25,253,488,6903716
667524857454854144,2015-11-20 02:08:22,1163,1750,6903716
667517642048163840,2015-11-20 01:39:42,198,378,6903716
667509364010450944,2015-11-20 01:06:48,2211,6971,6903716
667502640335572993,2015-11-20 00:40:05,227,545,6903716
667495797102141441,2015-11-20 00:12:54,287,540,6903716
667491009379606528,2015-11-19 23:53:52,237,548,6903716
667470559035432960,2015-11-19 22:32:36,101,264,6903716
667455448082227200,2015-11-19 21:32:34,65,195,6903716
667453023279554560,2015-11-19 21:22:56,93,320,6903716
667443425659232256,2015-11-19 20:44:47,604,804,6903716
667437278097252352,2015-11-19 20:20:22,248,459,6903716
667435689202614272,2015-11-19 20:14:03,85,310,6903716
667405339315146752,2015-11-19 18:13:27,225,476,6903716
667393430834667520,2015-11-19 17:26:08,58,198,6903716
